"","X","Units","Month","Section","WC","WC_int","elev_mean","slope_mean","contr_max_km2","stream_sum","recur_mean","occur_mean","ext_sum","Dist_fromLast","Dist_toNext","Dam","mapbio_maj","mb_forest_","mb_savan_m","mb_grass_m","mb_past_me","mb_agri_me","mb_water_m","mb_crops_m","acm30","api30","Level","Vol_hm3","dV_hm3"
"3770",3770,31400,3,"BN","NotDet",2,555.21,0,135.49375,10,0,0,0,303.7783267,4471.367912,0,21,0,0,0.25,0.25,0.5,0,0,256.794,63.72674999,441.99,5.75,0
"3771",3771,31400,4,"BN","NotDet",2,555.21,0,135.49375,10,0,0,0,303.7783267,4471.367912,0,21,0,0,0.25,0.25,0.5,0,0,134.366,48.93342858,441.95,5.7,0
"3773",3773,31400,6,"BN","Dry",1,555.21,0,135.49375,10,0,0,0,303.7783267,4471.367912,0,21,0,0,0.25,0.25,0.5,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3776",3776,31450,3,"BN","NotDet",2,556,0.01,135.5078125,6,0,0,0,353.6468268,4421.401225,0,4,0,0.444444444,0.111111111,0.222222222,0.222222222,0,0,256.794,63.72674999,441.99,5.75,0
"3777",3777,31450,4,"BN","NotDet",2,556,0.01,135.5078125,6,0,0,0,353.6468268,4421.401225,0,4,0,0.444444444,0.111111111,0.222222222,0.222222222,0,0,134.366,48.93342858,441.95,5.7,0
"3779",3779,31450,6,"BN","NotDet",2,556,0.01,135.5078125,6,0,0,0,353.6468268,4421.401225,0,4,0,0.444444444,0.111111111,0.222222222,0.222222222,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3782",3782,31500,3,"BN","NotDet",2,556.92,0.03,135.511875,6,0,0,0,403.3936365,4371.891363,0,4,0,0.666666667,0,0.333333333,0,0,0,256.794,63.72674999,441.99,5.75,0
"3783",3783,31500,4,"BN","NotDet",2,556.92,0.03,135.511875,6,0,0,0,403.3936365,4371.891363,0,4,0,0.666666667,0,0.333333333,0,0,0,134.366,48.93342858,441.95,5.7,0
"3785",3785,31500,6,"BN","NotDet",2,556.92,0.03,135.511875,6,0,0,0,403.3936365,4371.891363,0,4,0,0.666666667,0,0.333333333,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3788",3788,31550,3,"BN","NotDet",2,556.96,0.05,136.2323438,8,0,0,0,452.8538532,4323.019396,0,4,0,0.666666667,0,0.333333333,0,0,0,256.794,63.72674999,441.99,5.75,0
"3789",3789,31550,4,"BN","Dry",1,556.96,0.05,136.2323438,8,0,0,0,452.8538532,4323.019396,0,4,0,0.666666667,0,0.333333333,0,0,0,134.366,48.93342858,441.95,5.7,0
"3791",3791,31550,6,"BN","Dry",1,556.96,0.05,136.2323438,8,0,0,0,452.8538532,4323.019396,0,4,0,0.666666667,0,0.333333333,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3794",3794,31600,3,"BN","NotDet",2,555.7,0.05,136.2376563,10,0,0,0,502.7688978,4273.476612,0,4,0,0.75,0,0.25,0,0,0,256.794,63.72674999,441.99,5.75,0
"3795",3795,31600,4,"BN","Dry",1,555.7,0.05,136.2376563,10,0,0,0,502.7688978,4273.476612,0,4,0,0.75,0,0.25,0,0,0,134.366,48.93342858,441.95,5.7,0
"3797",3797,31600,6,"BN","Dry",1,555.7,0.05,136.2376563,10,0,0,0,502.7688978,4273.476612,0,4,0,0.75,0,0.25,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3800",3800,31650,3,"BN","NotDet",2,555.85,0.06,136.240625,8,0,0,0,552.4331625,4224.533304,0,4,0,0.75,0,0.125,0,0,0.125,256.794,63.72674999,441.99,5.75,0
"3801",3801,31650,4,"BN","Dry",1,555.85,0.06,136.240625,8,0,0,0,552.4331625,4224.533304,0,4,0,0.75,0,0.125,0,0,0.125,134.366,48.93342858,441.95,5.7,0
"3803",3803,31650,6,"BN","Dry",1,555.85,0.06,136.240625,8,0,0,0,552.4331625,4224.533304,0,4,0,0.75,0,0.125,0,0,0.125,77.978,5.041834104,441.84,5.57,-0.01
"3806",3806,31700,3,"BN","NotDet",2,555.13,0.07,136.2446875,6,0,0,0,602.2957526,4175.304005,0,15,0,0.444444444,0,0.555555556,0,0,0,256.794,63.72674999,441.99,5.75,0
"3807",3807,31700,4,"BN","NotDet",2,555.13,0.07,136.2446875,6,0,0,0,602.2957526,4175.304005,0,15,0,0.444444444,0,0.555555556,0,0,0,134.366,48.93342858,441.95,5.7,0
"3809",3809,31700,6,"BN","NotDet",2,555.13,0.07,136.2446875,6,0,0,0,602.2957526,4175.304005,0,15,0,0.444444444,0,0.555555556,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3812",3812,31750,3,"BN","NotDet",2,553.37,0.04,136.2476563,7,0,0,0,652.2342115,4125.705506,0,15,0,0,0,0.75,0,0,0.25,256.794,63.72674999,441.99,5.75,0
"3813",3813,31750,4,"BN","NotDet",2,553.37,0.04,136.2476563,7,0,0,0,652.2342115,4125.705506,0,15,0,0,0,0.75,0,0,0.25,134.366,48.93342858,441.95,5.7,0
"3815",3815,31750,6,"BN","NotDet",2,553.37,0.04,136.2476563,7,0,0,0,652.2342115,4125.705506,0,15,0,0,0,0.75,0,0,0.25,77.978,5.041834104,441.84,5.57,-0.01
"3818",3818,31800,3,"BN","NotDet",2,552.83,0.03,136.2495313,6,0,0,0,701.8035695,4075.730558,0,15,0,0,0,0.666666667,0,0,0.333333333,256.794,63.72674999,441.99,5.75,0
"3819",3819,31800,4,"BN","NotDet",2,552.83,0.03,136.2495313,6,0,0,0,701.8035695,4075.730558,0,15,0,0,0,0.666666667,0,0,0.333333333,134.366,48.93342858,441.95,5.7,0
"3821",3821,31800,6,"BN","Dry",1,552.83,0.03,136.2495313,6,0,0,0,701.8035695,4075.730558,0,15,0,0,0,0.666666667,0,0,0.333333333,77.978,5.041834104,441.84,5.57,-0.01
"3824",3824,31850,3,"BN","NotDet",2,552.62,0.02,136.2940625,7,0,0,0,750.6506092,4026.233123,0,15,0,0,0,0.444444444,0.333333333,0,0.222222222,256.794,63.72674999,441.99,5.75,0
"3825",3825,31850,4,"BN","NotDet",2,552.62,0.02,136.2940625,7,0,0,0,750.6506092,4026.233123,0,15,0,0,0,0.444444444,0.333333333,0,0.222222222,134.366,48.93342858,441.95,5.7,0
"3827",3827,31850,6,"BN","Dry",1,552.62,0.02,136.2940625,7,0,0,0,750.6506092,4026.233123,0,15,0,0,0,0.444444444,0.333333333,0,0.222222222,77.978,5.041834104,441.84,5.57,-0.01
"3830",3830,31900,3,"BN","NotDet",2,553.69,0.03,136.3017188,7,0,0,0,770.015529,4004.807695,0,21,0,0,0,0.416666667,0.583333333,0,0,256.794,63.72674999,441.99,5.75,0
"3831",3831,31900,4,"BN","NotDet",2,553.69,0.03,136.3017188,7,0,0,0,770.015529,4004.807695,0,21,0,0,0,0.416666667,0.583333333,0,0,134.366,48.93342858,441.95,5.7,0
"3833",3833,31900,6,"BN","NotDet",2,553.69,0.03,136.3017188,7,0,0,0,770.015529,4004.807695,0,21,0,0,0,0.416666667,0.583333333,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3836",3836,31950,3,"BN","NotDet",2,553.23,0.02,136.3034375,7,0,0,0,772.5391614,4003.133693,0,21,0,0,0,0.25,0.75,0,0,256.794,63.72674999,441.99,5.75,0
"3837",3837,31950,4,"BN","NotDet",2,553.23,0.02,136.3034375,7,0,0,0,772.5391614,4003.133693,0,21,0,0,0,0.25,0.75,0,0,134.366,48.93342858,441.95,5.7,0
"3839",3839,31950,6,"BN","NotDet",2,553.23,0.02,136.3034375,7,0,0,0,772.5391614,4003.133693,0,21,0,0,0,0.25,0.75,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3842",3842,32000,3,"BN","NotDet",2,551.88,0,136.3067188,6,0,0,0,788.3700902,3991.733223,0,21,0,0.25,0,0,0.75,0,0,256.794,63.72674999,441.99,5.75,0
"3843",3843,32000,4,"BN","Dry",1,551.88,0,136.3067188,6,0,0,0,788.3700902,3991.733223,0,21,0,0.25,0,0,0.75,0,0,134.366,48.93342858,441.95,5.7,0
"3845",3845,32000,6,"BN","Dry",1,551.88,0,136.3067188,6,0,0,0,788.3700902,3991.733223,0,21,0,0.25,0,0,0.75,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3848",3848,32050,3,"BN","NotDet",2,551.98,0,136.360625,7,0,0,0,807.4909123,3979.954623,0,4,0,0.555555556,0,0,0.444444444,0,0,256.794,63.72674999,441.99,5.75,0
"3849",3849,32050,4,"BN","NotDet",2,551.98,0,136.360625,7,0,0,0,807.4909123,3979.954623,0,4,0,0.555555556,0,0,0.444444444,0,0,134.366,48.93342858,441.95,5.7,0
"3851",3851,32050,6,"BN","Dry",1,551.98,0,136.360625,7,0,0,0,807.4909123,3979.954623,0,4,0,0.555555556,0,0,0.444444444,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3854",3854,32100,3,"BN","NotDet",2,551.66,0,136.3621875,7,0,0,0,855.4805505,3935.355997,0,4,0,0.666666667,0,0,0.333333333,0,0,256.794,63.72674999,441.99,5.75,0
"3855",3855,32100,4,"BN","NotDet",2,551.66,0,136.3621875,7,0,0,0,855.4805505,3935.355997,0,4,0,0.666666667,0,0,0.333333333,0,0,134.366,48.93342858,441.95,5.7,0
"3857",3857,32100,6,"BN","NotDet",2,551.66,0,136.3621875,7,0,0,0,855.4805505,3935.355997,0,4,0,0.666666667,0,0,0.333333333,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3860",3860,32150,3,"BN","NotDet",2,551.09,0,136.3726563,7,0,0,0,905.2645683,3887.719229,0,4,0,0.555555556,0,0,0.444444444,0,0,256.794,63.72674999,441.99,5.75,0
"3861",3861,32150,4,"BN","NotDet",2,551.09,0,136.3726563,7,0,0,0,905.2645683,3887.719229,0,4,0,0.555555556,0,0,0.444444444,0,0,134.366,48.93342858,441.95,5.7,0
"3863",3863,32150,6,"BN","NotDet",2,551.09,0,136.3726563,7,0,0,0,905.2645683,3887.719229,0,4,0,0.555555556,0,0,0.444444444,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3866",3866,32200,3,"BN","NotDet",2,552,0,136.3834375,9,0,0,0,953.651149,3843.487371,0,21,0,0.111111111,0,0.222222222,0.666666667,0,0,256.794,63.72674999,441.99,5.75,0
"3867",3867,32200,4,"BN","NotDet",2,552,0,136.3834375,9,0,0,0,953.651149,3843.487371,0,21,0,0.111111111,0,0.222222222,0.666666667,0,0,134.366,48.93342858,441.95,5.7,0
"3869",3869,32200,6,"BN","NotDet",2,552,0,136.3834375,9,0,0,0,953.651149,3843.487371,0,21,0,0.111111111,0,0.222222222,0.666666667,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3872",3872,32250,3,"BN","NotDet",2,553.52,0.01,137.1521875,15,0,0,0,997.5122456,3806.878809,0,15,0,0.125,0,0.5,0.375,0,0,256.794,63.72674999,441.99,5.75,0
"3873",3873,32250,4,"BN","NotDet",2,553.52,0.01,137.1521875,15,0,0,0,997.5122456,3806.878809,0,15,0,0.125,0,0.5,0.375,0,0,134.366,48.93342858,441.95,5.7,0
"3875",3875,32250,6,"BN","Dry",1,553.52,0.01,137.1521875,15,0,0,0,997.5122456,3806.878809,0,15,0,0.125,0,0.5,0.375,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3878",3878,32300,3,"BN","NotDet",2,553.56,0.01,137.3540625,13,0,0,0,1038.994293,3775.19426,0,21,0,0.222222222,0,0.333333333,0.444444444,0,0,256.794,63.72674999,441.99,5.75,0
"3879",3879,32300,4,"BN","NotDet",2,553.56,0.01,137.3540625,13,0,0,0,1038.994293,3775.19426,0,21,0,0.222222222,0,0.333333333,0.444444444,0,0,134.366,48.93342858,441.95,5.7,0
"3881",3881,32300,6,"BN","Dry",1,553.56,0.01,137.3540625,13,0,0,0,1038.994293,3775.19426,0,21,0,0.222222222,0,0.333333333,0.444444444,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3884",3884,32350,3,"BN","NotDet",2,551.96,0,137.3570313,10,0,0,0,1076.375867,3750.752312,0,21,0,0.111111111,0,0,0.888888889,0,0,256.794,63.72674999,441.99,5.75,0
"3885",3885,32350,4,"BN","NotDet",2,551.96,0,137.3570313,10,0,0,0,1076.375867,3750.752312,0,21,0,0.111111111,0,0,0.888888889,0,0,134.366,48.93342858,441.95,5.7,0
"3887",3887,32350,6,"BN","NotDet",2,551.96,0,137.3570313,10,0,0,0,1076.375867,3750.752312,0,21,0,0.111111111,0,0,0.888888889,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3890",3890,32400,3,"BN","NotDet",2,551.21,0,137.368125,7,0,0,0,1113.442695,3728.619371,0,21,0,0,0,0,1,0,0,256.794,63.72674999,441.99,5.75,0
"3891",3891,32400,4,"BN","NotDet",2,551.21,0,137.368125,7,0,0,0,1113.442695,3728.619371,0,21,0,0,0,0,1,0,0,134.366,48.93342858,441.95,5.7,0
"3893",3893,32400,6,"BN","Dry",1,551.21,0,137.368125,7,0,0,0,1113.442695,3728.619371,0,21,0,0,0,0,1,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3896",3896,32450,3,"BN","NotDet",2,552.08,0,137.4598438,7,0,0,0,1146.305659,3713.820208,0,21,0,0,0,0,1,0,0,256.794,63.72674999,441.99,5.75,0
"3897",3897,32450,4,"BN","NotDet",2,552.08,0,137.4598438,7,0,0,0,1146.305659,3713.820208,0,21,0,0,0,0,1,0,0,134.366,48.93342858,441.95,5.7,0
"3899",3899,32450,6,"BN","Dry",1,552.08,0,137.4598438,7,0,0,0,1146.305659,3713.820208,0,21,0,0,0,0,1,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3902",3902,32500,3,"BN","NotDet",2,552.72,0,137.4648438,8,0,0,0,1183.679124,3693.558352,0,4,0,0.6,0,0,0.4,0,0,256.794,63.72674999,441.99,5.75,0
"3903",3903,32500,4,"BN","NotDet",2,552.72,0,137.4648438,8,0,0,0,1183.679124,3693.558352,0,4,0,0.6,0,0,0.4,0,0,134.366,48.93342858,441.95,5.7,0
"3905",3905,32500,6,"BN","Dry",1,552.72,0,137.4648438,8,0,0,0,1183.679124,3693.558352,0,4,0,0.6,0,0,0.4,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3908",3908,32550,3,"BN","NotDet",2,551.38,0,137.4725,8,0,0,0,1229.505237,3647.257628,0,4,0,0.5,0,0.25,0.25,0,0,256.794,63.72674999,441.99,5.75,0
"3911",3911,32550,6,"BN","Dry",1,551.38,0,137.4725,8,0,0,0,1229.505237,3647.257628,0,4,0,0.5,0,0.25,0.25,0,0,77.978,5.041834104,441.84,5.57,-0.01
"7886",7886,65700,3,"BAR","NotDet",2,488.48,0,591.2964063,14,0,0,0,675.8819795,927.9805632,0,4,0,1,0,0,0,0,0,256.794,63.72674999,441.99,5.75,0
"7889",7889,65700,6,"BAR","Dry",1,488.48,0,591.2964063,14,0,0,0,675.8819795,927.9805632,0,4,0,1,0,0,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"7892",7892,65750,3,"BAR","NotDet",2,488.81,0,591.6071875,12,0,0,0,693.3666163,919.4980231,0,4,0,0.777777778,0,0.222222222,0,0,0,256.794,63.72674999,441.99,5.75,0
"7895",7895,65750,6,"BAR","Dry",1,488.81,0,591.6071875,12,0,0,0,693.3666163,919.4980231,0,4,0,0.777777778,0,0.222222222,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"7898",7898,65800,3,"BAR","NotDet",2,489.24,0,591.6129688,8,0,0,0,712.5776709,915.2896304,0,4,0,0.777777778,0,0.222222222,0,0,0,256.794,63.72674999,441.99,5.75,0
"7901",7901,65800,6,"BAR","NotDet",2,489.24,0,591.6129688,8,0,0,0,712.5776709,915.2896304,0,4,0,0.777777778,0,0.222222222,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"7904",7904,65850,3,"BAR","NotDet",2,488.94,0,591.6217188,7,0,0,0,725.4528068,923.8011499,0,4,0,0.75,0,0.25,0,0,0,256.794,63.72674999,441.99,5.75,0
"7905",7905,65850,4,"BAR","NotDet",2,488.94,0,591.6217188,7,0,0,0,725.4528068,923.8011499,0,4,0,0.75,0,0.25,0,0,0,134.366,48.93342858,441.95,5.7,0
"7907",7907,65850,6,"BAR","NotDet",2,488.94,0,591.6217188,7,0,0,0,725.4528068,923.8011499,0,4,0,0.75,0,0.25,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"7910",7910,65900,3,"BAR","NotDet",2,489.61,0.01,591.6284375,8,0,0,0,745.0869889,931.0950658,0,4,0,0.777777778,0,0.222222222,0,0,0,256.794,63.72674999,441.99,5.75,0
"7911",7911,65900,4,"BAR","NotDet",2,489.61,0.01,591.6284375,8,0,0,0,745.0869889,931.0950658,0,4,0,0.777777778,0,0.222222222,0,0,0,134.366,48.93342858,441.95,5.7,0
"7913",7913,65900,6,"BAR","Dry",1,489.61,0.01,591.6284375,8,0,0,0,745.0869889,931.0950658,0,4,0,0.777777778,0,0.222222222,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"7916",7916,65950,3,"BAR","NotDet",2,490.14,0.01,591.6290625,6,0,0,0,765.4301608,942.88439,0,4,0,0.666666667,0,0.333333333,0,0,0,256.794,63.72674999,441.99,5.75,0
"7917",7917,65950,4,"BAR","NotDet",2,490.14,0.01,591.6290625,6,0,0,0,765.4301608,942.88439,0,4,0,0.666666667,0,0.333333333,0,0,0,134.366,48.93342858,441.95,5.7,0
"7919",7919,65950,6,"BAR","Dry",1,490.14,0.01,591.6290625,6,0,0,0,765.4301608,942.88439,0,4,0,0.666666667,0,0.333333333,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"7922",7922,66000,3,"BAR","NotDet",2,490.46,0.03,591.6635938,7,0,0,0,776.8392222,968.7181952,0,15,0,0.333333333,0,0.666666667,0,0,0,256.794,63.72674999,441.99,5.75,0
"7923",7923,66000,4,"BAR","NotDet",2,490.46,0.03,591.6635938,7,0,0,0,776.8392222,968.7181952,0,15,0,0.333333333,0,0.666666667,0,0,0,134.366,48.93342858,441.95,5.7,0
"7924",7924,66000,5,"BAR","NotDet",2,490.46,0.03,591.6635938,7,0,0,0,776.8392222,968.7181952,0,15,0,0.333333333,0,0.666666667,0,0,0,25.654,15.70013972,441.81,5.54,0
"7925",7925,66000,6,"BAR","Dry",1,490.46,0.03,591.6635938,7,0,0,0,776.8392222,968.7181952,0,15,0,0.333333333,0,0.666666667,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"7928",7928,66050,3,"BAR","NotDet",2,490.25,0.02,591.6704688,8,0,0,0,791.4112669,996.2537197,0,15,0,0.333333333,0,0.666666667,0,0,0,256.794,63.72674999,441.99,5.75,0
"7929",7929,66050,4,"BAR","NotDet",2,490.25,0.02,591.6704688,8,0,0,0,791.4112669,996.2537197,0,15,0,0.333333333,0,0.666666667,0,0,0,134.366,48.93342858,441.95,5.7,0
"7930",7930,66050,5,"BAR","NotDet",2,490.25,0.02,591.6704688,8,0,0,0,791.4112669,996.2537197,0,15,0,0.333333333,0,0.666666667,0,0,0,25.654,15.70013972,441.81,5.54,0
"7931",7931,66050,6,"BAR","NotDet",2,490.25,0.02,591.6704688,8,0,0,0,791.4112669,996.2537197,0,15,0,0.333333333,0,0.666666667,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"7934",7934,66100,3,"BAR","NotDet",2,489.81,0.01,591.6714063,7,0,0,0,798.5574233,1033.202281,0,4,0,0.5,0,0.4,0.1,0,0,256.794,63.72674999,441.99,5.75,0
"7935",7935,66100,4,"BAR","NotDet",2,489.81,0.01,591.6714063,7,0,0,0,798.5574233,1033.202281,0,4,0,0.5,0,0.4,0.1,0,0,134.366,48.93342858,441.95,5.7,0
"7936",7936,66100,5,"BAR","NotDet",2,489.81,0.01,591.6714063,7,0,0,0,798.5574233,1033.202281,0,4,0,0.5,0,0.4,0.1,0,0,25.654,15.70013972,441.81,5.54,0
"7937",7937,66100,6,"BAR","NotDet",2,489.81,0.01,591.6714063,7,0,0,0,798.5574233,1033.202281,0,4,0,0.5,0,0.4,0.1,0,0,77.978,5.041834104,441.84,5.57,-0.01
"7940",7940,66150,3,"BAR","NotDet",2,489.51,0.01,591.7132813,6,0,0,0,804.5201249,1073.842809,0,4,0,0.555555556,0,0.222222222,0.222222222,0,0,256.794,63.72674999,441.99,5.75,0
"7941",7941,66150,4,"BAR","NotDet",2,489.51,0.01,591.7132813,6,0,0,0,804.5201249,1073.842809,0,4,0,0.555555556,0,0.222222222,0.222222222,0,0,134.366,48.93342858,441.95,5.7,0
"7942",7942,66150,5,"BAR","NotDet",2,489.51,0.01,591.7132813,6,0,0,0,804.5201249,1073.842809,0,4,0,0.555555556,0,0.222222222,0.222222222,0,0,25.654,15.70013972,441.81,5.54,0
"7943",7943,66150,6,"BAR","NotDet",2,489.51,0.01,591.7132813,6,0,0,0,804.5201249,1073.842809,0,4,0,0.555555556,0,0.222222222,0.222222222,0,0,77.978,5.041834104,441.84,5.57,-0.01
"7946",7946,66200,3,"BAR","NotDet",2,489.29,0,591.7189063,6,0,0,0,810.9895292,1116.65517,0,15,0,0.25,0,0.75,0,0,0,256.794,63.72674999,441.99,5.75,0
"7947",7947,66200,4,"BAR","NotDet",2,489.29,0,591.7189063,6,0,0,0,810.9895292,1116.65517,0,15,0,0.25,0,0.75,0,0,0,134.366,48.93342858,441.95,5.7,0
"7948",7948,66200,5,"BAR","NotDet",2,489.29,0,591.7189063,6,0,0,0,810.9895292,1116.65517,0,15,0,0.25,0,0.75,0,0,0,25.654,15.70013972,441.81,5.54,0
"7949",7949,66200,6,"BAR","NotDet",2,489.29,0,591.7189063,6,0,0,0,810.9895292,1116.65517,0,15,0,0.25,0,0.75,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"7952",7952,66250,3,"BAR","NotDet",2,489.22,0,591.7228125,6,0,0,0,820.7390355,1159.902844,0,15,0,0.444444444,0,0.555555556,0,0,0,256.794,63.72674999,441.99,5.75,0
"7953",7953,66250,4,"BAR","NotDet",2,489.22,0,591.7228125,6,0,0,0,820.7390355,1159.902844,0,15,0,0.444444444,0,0.555555556,0,0,0,134.366,48.93342858,441.95,5.7,0
"7954",7954,66250,5,"BAR","NotDet",2,489.22,0,591.7228125,6,0,0,0,820.7390355,1159.902844,0,15,0,0.444444444,0,0.555555556,0,0,0,25.654,15.70013972,441.81,5.54,0
"7955",7955,66250,6,"BAR","NotDet",2,489.22,0,591.7228125,6,0,0,0,820.7390355,1159.902844,0,15,0,0.444444444,0,0.555555556,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"7958",7958,66300,3,"BAR","NotDet",2,489.59,0.01,591.7254688,7,0,0,0,825.7006493,1206.192168,0,4,0,0.916666667,0,0.083333333,0,0,0,256.794,63.72674999,441.99,5.75,0
"7959",7959,66300,4,"BAR","NotDet",2,489.59,0.01,591.7254688,7,0,0,0,825.7006493,1206.192168,0,4,0,0.916666667,0,0.083333333,0,0,0,134.366,48.93342858,441.95,5.7,0
"7960",7960,66300,5,"BAR","NotDet",2,489.59,0.01,591.7254688,7,0,0,0,825.7006493,1206.192168,0,4,0,0.916666667,0,0.083333333,0,0,0,25.654,15.70013972,441.81,5.54,0
"7961",7961,66300,6,"BAR","NotDet",2,489.59,0.01,591.7254688,7,0,0,0,825.7006493,1206.192168,0,4,0,0.916666667,0,0.083333333,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"7964",7964,66350,3,"BAR","Wet",4,489.94,0.01,591.95625,11,0,0,0,831.0882397,1253.199733,0,4,0,0.777777778,0,0.111111111,0.111111111,0,0,256.794,63.72674999,441.99,5.75,0
"7965",7965,66350,4,"BAR","Wet",4,489.94,0.01,591.95625,11,0,0,0,831.0882397,1253.199733,0,4,0,0.777777778,0,0.111111111,0.111111111,0,0,134.366,48.93342858,441.95,5.7,0
"7966",7966,66350,5,"BAR","NotDet",2,489.94,0.01,591.95625,11,0,0,0,831.0882397,1253.199733,0,4,0,0.777777778,0,0.111111111,0.111111111,0,0,25.654,15.70013972,441.81,5.54,0
"7967",7967,66350,6,"BAR","NotDet",2,489.94,0.01,591.95625,11,0,0,0,831.0882397,1253.199733,0,4,0,0.777777778,0,0.111111111,0.111111111,0,0,77.978,5.041834104,441.84,5.57,-0.01
"7969",7969,66400,2,"BAR","NotDet",2,489.72,0.01,591.9573438,9,0,0,0,875.3908985,1256.407497,0,4,0,0.625,0,0.375,0,0,0,134.366,37.69247337,441.64,5.33,-0.01
"7970",7970,66400,3,"BAR","NotDet",2,489.72,0.01,591.9573438,9,0,0,0,875.3908985,1256.407497,0,4,0,0.625,0,0.375,0,0,0,256.794,63.72674999,441.99,5.75,0
"7971",7971,66400,4,"BAR","NotDet",2,489.72,0.01,591.9573438,9,0,0,0,875.3908985,1256.407497,0,4,0,0.625,0,0.375,0,0,0,134.366,48.93342858,441.95,5.7,0
"7972",7972,66400,5,"BAR","NotDet",2,489.72,0.01,591.9573438,9,0,0,0,875.3908985,1256.407497,0,4,0,0.625,0,0.375,0,0,0,25.654,15.70013972,441.81,5.54,0
"7973",7973,66400,6,"BAR","NotDet",2,489.72,0.01,591.9573438,9,0,0,0,875.3908985,1256.407497,0,4,0,0.625,0,0.375,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"7975",7975,66450,2,"BAR","NotDet",2,489.96,0.01,591.9576563,5,0,0,0,911.0780236,1217.818579,0,4,0,0.888888889,0,0.111111111,0,0,0,134.366,37.69247337,441.64,5.33,-0.01
"7976",7976,66450,3,"BAR","NotDet",2,489.96,0.01,591.9576563,5,0,0,0,911.0780236,1217.818579,0,4,0,0.888888889,0,0.111111111,0,0,0,256.794,63.72674999,441.99,5.75,0
"7977",7977,66450,4,"BAR","NotDet",2,489.96,0.01,591.9576563,5,0,0,0,911.0780236,1217.818579,0,4,0,0.888888889,0,0.111111111,0,0,0,134.366,48.93342858,441.95,5.7,0
"7978",7978,66450,5,"BAR","NotDet",2,489.96,0.01,591.9576563,5,0,0,0,911.0780236,1217.818579,0,4,0,0.888888889,0,0.111111111,0,0,0,25.654,15.70013972,441.81,5.54,0
"7979",7979,66450,6,"BAR","NotDet",2,489.96,0.01,591.9576563,5,0,0,0,911.0780236,1217.818579,0,4,0,0.888888889,0,0.111111111,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"7981",7981,66500,2,"BAR","NotDet",2,489.16,0,592.1392188,11,0,0,0,953.3975105,1192.462405,0,4,0,1,0,0,0,0,0,134.366,37.69247337,441.64,5.33,-0.01
"7982",7982,66500,3,"BAR","NotDet",2,489.16,0,592.1392188,11,0,0,0,953.3975105,1192.462405,0,4,0,1,0,0,0,0,0,256.794,63.72674999,441.99,5.75,0
"7983",7983,66500,4,"BAR","NotDet",2,489.16,0,592.1392188,11,0,0,0,953.3975105,1192.462405,0,4,0,1,0,0,0,0,0,134.366,48.93342858,441.95,5.7,0
"7984",7984,66500,5,"BAR","NotDet",2,489.16,0,592.1392188,11,0,0,0,953.3975105,1192.462405,0,4,0,1,0,0,0,0,0,25.654,15.70013972,441.81,5.54,0
"7985",7985,66500,6,"BAR","NotDet",2,489.16,0,592.1392188,11,0,0,0,953.3975105,1192.462405,0,4,0,1,0,0,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"7987",7987,66550,2,"BAR","NotDet",2,488.4,0,592.1446875,10,0,0,0,999.4822979,1171.77396,0,4,0,0.666666667,0,0.333333333,0,0,0,134.366,37.69247337,441.64,5.33,-0.01
"7988",7988,66550,3,"BAR","NotDet",2,488.4,0,592.1446875,10,0,0,0,999.4822979,1171.77396,0,4,0,0.666666667,0,0.333333333,0,0,0,256.794,63.72674999,441.99,5.75,0
